Listing of Grid Distortion Data

File : C:\Users\nberkovi\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\LUPB47RS\WA 3E SEQ 1 5x L4 0  170113 DFM PS.ZMX
Title: 1.5X 4.0mm Expander 50x37.5 to 75x56

Date : 29-Mar-17


Units are Millimeters.
Field units are degrees
Wavelength: 0.86000 ?m
Reference Coordinates: Xref =  0.00000E+00, Yref =  0.00000E+00

   i	   j	   X-Field  	   Y-Field  	   R-Field  	  Predicted X	  Predicted Y	   Real X	        Real Y	        Distortion
 -16	   9	 -1.46259E+01	  8.35091E+00	  1.66685E+01	 -7.31970E+02	  4.11733E+02	 -7.77843E+02	  4.37537E+02	     6.267089%
 -16	  10	 -1.46259E+01	  9.26348E+00	  1.71052E+01	 -7.31970E+02	  4.57481E+02	 -7.80825E+02	  4.88016E+02	     6.674480%
 -16	  11	 -1.46259E+01	  1.01713E+01	  1.75723E+01	 -7.31970E+02	  5.03229E+02	 -7.84166E+02	  5.39114E+02	     7.130918%
 -16	  12	 -1.46259E+01	  1.10741E+01	  1.80665E+01	 -7.31970E+02	  5.48977E+02	 -7.87880E+02	  5.90910E+02	     7.638298%
 -16	  13	 -1.46259E+01	  1.19713E+01	  1.85849E+01	 -7.31970E+02	  5.94725E+02	 -7.91982E+02	  6.43485E+02	     8.198749%
 -16	  14	 -1.46259E+01	  1.28625E+01	  1.91245E+01	 -7.31970E+02	  6.40474E+02	 -7.96490E+02	  6.96929E+02	     8.814656%
 -16	  15	 -1.46259E+01	  1.37475E+01	  1.96827E+01	 -7.31970E+02	  6.86222E+02	 -8.01424E+02	  7.51335E+02	     9.488695%
 -16	  16	 -1.46259E+01	  1.46259E+01	  2.02570E+01	 -7.31970E+02	  7.31970E+02	 -8.06805E+02	  8.06805E+02	    10.223857%
 -16	  17	 -1.46259E+01	  1.54973E+01	  2.08451E+01	 -7.31970E+02	  7.77718E+02	 -8.12658E+02	  8.63449E+02	    11.023477%
 -16	  18	 -1.46259E+01	  1.63614E+01	  2.14450E+01	 -7.31970E+02	  8.23466E+02	 -8.19010E+02	  9.21386E+02	    11.891240%
 -16	  19	 -1.46259E+01	  1.72179E+01	  2.20547E+01	 -7.31970E+02	  8.69214E+02	 -8.25890E+02	  9.80744E+02	    12.831172%
 -16	  20	 -1.46259E+01	  1.80665E+01	  2.26725E+01	 -7.31970E+02	  9.14962E+02	 -8.33330E+02	  1.04166E+03	    13.847593%
 -16	  21	 -1.46259E+01	  1.89071E+01	  2.32968E+01	 -7.31970E+02	  9.60710E+02	 -8.41363E+02	  1.10429E+03	    14.945012%
 -16	  22	 -1.46259E+01	  1.97392E+01	  2.39262E+01	 -7.31970E+02	  1.00646E+03	 -8.50022E+02	  1.16878E+03	    16.127960%
 -16	  23	 -1.46259E+01	  2.05628E+01	  2.45593E+01	 -7.31970E+02	  1.05221E+03	 -8.59338E+02	  1.23530E+03	    17.400724%
 -16	  24	 -1.46259E+01	  2.13776E+01	  2.51950E+01	 -7.31970E+02	  1.09795E+03	 -8.69338E+02	  1.30401E+03	    18.766968%
 -16	  25	 -1.46259E+01	  2.21834E+01	  2.58322E+01	 -7.31970E+02	  1.14370E+03	 -8.80042E+02	  1.37507E+03	    20.229235%
 -15	 -25	 -1.37475E+01	 -2.21834E+01	  2.54320E+01	 -6.86222E+02	 -1.14370E+03	 -8.18661E+02	 -1.36443E+03	    19.299794%
 -15	 -24	 -1.37475E+01	 -2.13776E+01	  2.47785E+01	 -6.86222E+02	 -1.09795E+03	 -8.08792E+02	 -1.29407E+03	    17.861676%
 -15	 -23	 -1.37475E+01	 -2.05628E+01	  2.41258E+01	 -6.86222E+02	 -1.05221E+03	 -7.99586E+02	 -1.22603E+03	    16.520148%
 -15	 -22	 -1.37475E+01	 -1.97392E+01	  2.34749E+01	 -6.86222E+02	 -1.00646E+03	 -7.91020E+02	 -1.16016E+03	    15.271843%
 -15	 -21	 -1.37475E+01	 -1.89071E+01	  2.28270E+01	 -6.86222E+02	 -9.60710E+02	 -7.83065E+02	 -1.09629E+03	    14.112514%
 -15	 -20	 -1.37475E+01	 -1.80665E+01	  2.21834E+01	 -6.86222E+02	 -9.14962E+02	 -7.75688E+02	 -1.03425E+03	    13.037504%
 -15	 -19	 -1.37475E+01	 -1.72179E+01	  2.15455E+01	 -6.86222E+02	 -8.69214E+02	 -7.68857E+02	 -9.73885E+02	    12.042070%
 -15	 -18	 -1.37475E+01	 -1.63614E+01	  2.09149E+01	 -6.86222E+02	 -8.23466E+02	 -7.62541E+02	 -9.15049E+02	    11.121615%
 -15	 -17	 -1.37475E+01	 -1.54973E+01	  2.02933E+01	 -6.86222E+02	 -7.77718E+02	 -7.56709E+02	 -8.57604E+02	    10.271814%
 -15	 -16	 -1.37475E+01	 -1.46259E+01	  1.96827E+01	 -6.86222E+02	 -7.31970E+02	 -7.51335E+02	 -8.01424E+02	     9.488695%
 -15	 -15	 -1.37475E+01	 -1.37475E+01	  1.90852E+01	 -6.86222E+02	 -6.86222E+02	 -7.46394E+02	 -7.46394E+02	     8.768651%
 -15	 -14	 -1.37475E+01	 -1.28625E+01	  1.85032E+01	 -6.86222E+02	 -6.40474E+02	 -7.41864E+02	 -6.92406E+02	     8.108445%
 -15	 -13	 -1.37475E+01	 -1.19713E+01	  1.79393E+01	 -6.86222E+02	 -5.94725E+02	 -7.37724E+02	 -6.39361E+02	     7.505181%
 -15	 -12	 -1.37475E+01	 -1.10741E+01	  1.73962E+01	 -6.86222E+02	 -5.48977E+02	 -7.33957E+02	 -5.87166E+02	     6.956271%
 -15	 -11	 -1.37475E+01	 -1.01713E+01	  1.68771E+01	 -6.86222E+02	 -5.03229E+02	 -7.30547E+02	 -5.35735E+02	     6.459405%
 -15	 -10	 -1.37475E+01	 -9.26348E+00	  1.63852E+01	 -6.86222E+02	 -4.57481E+02	 -7.27481E+02	 -4.84987E+02	     6.012513%
 -15	  -9	 -1.37475E+01	 -8.35091E+00	  1.59241E+01	 -6.86222E+02	 -4.11733E+02	 -7.24744E+02	 -4.34847E+02	     5.613744%
 -15	  -8	 -1.37475E+01	 -7.43404E+00	  1.54973E+01	 -6.86222E+02	 -3.65985E+02	 -7.22327E+02	 -3.85241E+02	     5.261439%
 -15	  -7	 -1.37475E+01	 -6.51333E+00	  1.51086E+01	 -6.86222E+02	 -3.20237E+02	 -7.20218E+02	 -3.36102E+02	     4.954121%
 -15	  -6	 -1.37475E+01	 -5.58923E+00	  1.47619E+01	 -6.86222E+02	 -2.74489E+02	 -7.18409E+02	 -2.87363E+02	     4.690481%
 -15	  -5	 -1.37475E+01	 -4.66221E+00	  1.44607E+01	 -6.86222E+02	 -2.28741E+02	 -7.16891E+02	 -2.38964E+02	     4.469376%
 -15	  -4	 -1.37475E+01	 -3.73273E+00	  1.42088E+01	 -6.86222E+02	 -1.82992E+02	 -7.15659E+02	 -1.90842E+02	     4.289829%
 -15	  -3	 -1.37475E+01	 -2.80128E+00	  1.40092E+01	 -6.86222E+02	 -1.37244E+02	 -7.14707E+02	 -1.42941E+02	     4.151032%
 -15	  -2	 -1.37475E+01	 -1.86835E+00	  1.38645E+01	 -6.86222E+02	 -9.14962E+01	 -7.14030E+02	 -9.52040E+01	     4.052351%
 -15	  -1	 -1.37475E+01	 -9.34422E-01	  1.37769E+01	 -6.86222E+02	 -4.57481E+01	 -7.13625E+02	 -4.75750E+01	     3.993326%
 -15	   0	 -1.37475E+01	  0.00000E+00	  1.37475E+01	 -6.86222E+02	  0.00000E+00	 -7.13490E+02	  0.00000E+00	     3.973682%
 -15	   1	 -1.37475E+01	  9.34422E-01	  1.37769E+01	 -6.86222E+02	  4.57481E+01	 -7.13625E+02	  4.75750E+01	     3.993326%
 -15	   2	 -1.37475E+01	  1.86835E+00	  1.38645E+01	 -6.86222E+02	  9.14962E+01	 -7.14030E+02	  9.52040E+01	     4.052351%
 -15	   3	 -1.37475E+01	  2.80128E+00	  1.40092E+01	 -6.86222E+02	  1.37244E+02	 -7.14707E+02	  1.42941E+02	     4.151032%
 -15	   4	 -1.37475E+01	  3.73273E+00	  1.42088E+01	 -6.86222E+02	  1.82992E+02	 -7.15659E+02	  1.90842E+02	     4.289829%
 -15	   5	 -1.37475E+01	  4.66221E+00	  1.44607E+01	 -6.86222E+02	  2.28741E+02	 -7.16891E+02	  2.38964E+02	     4.469376%
 -15	   6	 -1.37475E+01	  5.58923E+00	  1.47619E+01	 -6.86222E+02	  2.74489E+02	 -7.18409E+02	  2.87363E+02	     4.690481%
 -15	   7	 -1.37475E+01	  6.51333E+00	  1.51086E+01	 -6.86222E+02	  3.20237E+02	 -7.20218E+02	  3.36102E+02	     4.954121%
 -15	   8	 -1.37475E+01	  7.43404E+00	  1.54973E+01	 -6.86222E+02	  3.65985E+02	 -7.22327E+02	  3.85241E+02	     5.261439%
 -15	   9	 -1.37475E+01	  8.35091E+00	  1.59241E+01	 -6.86222E+02	  4.11733E+02	 -7.24744E+02	  4.34847E+02	     5.613744%
 -15	  10	 -1.37475E+01	  9.26348E+00	  1.63852E+01	 -6.86222E+02	  4.57481E+02	 -7.27481E+02	  4.84987E+02	     6.012513%
 -15	  11	 -1.37475E+01	  1.01713E+01	  1.68771E+01	 -6.86222E+02	  5.03229E+02	 -7.30547E+02	  5.35735E+02	     6.459405%
 -15	  12	 -1.37475E+01	  1.10741E+01	  1.73962E+01	 -6.86222E+02	  5.48977E+02	 -7.33957E+02	  5.87166E+02	     6.956271%
 -15	  13	 -1.37475E+01	  1.19713E+01	  1.79393E+01	 -6.86222E+02	  5.94725E+02	 -7.37724E+02	  6.39361E+02	     7.505181%
 -15	  14	 -1.37475E+01	  1.28625E+01	  1.85032E+01	 -6.86222E+02	  6.40474E+02	 -7.41864E+02	  6.92406E+02	     8.108445%
 -15	  15	 -1.37475E+01	  1.37475E+01	  1.90852E+01	 -6.86222E+02	  6.86222E+02	 -7.46394E+02	  7.46394E+02	     8.768651%
 -15	  16	 -1.37475E+01	  1.46259E+01	  1.96827E+01	 -6.86222E+02	  7.31970E+02	 -7.51335E+02	  8.01424E+02	     9.488695%
 -15	  17	 -1.37475E+01	  1.54973E+01	  2.02933E+01	 -6.86222E+02	  7.77718E+02	 -7.56709E+02	  8.57604E+02	    10.271814%
 -15	  18	 -1.37475E+01	  1.63614E+01	  2.09149E+01	 -6.86222E+02	  8.23466E+02	 -7.62541E+02	  9.15049E+02	    11.121615%
 -15	  19	 -1.37475E+01	  1.72179E+01	  2.15455E+01	 -6.86222E+02	  8.69214E+02	 -7.68857E+02	  9.73885E+02	    12.042070%
 -15	  20	 -1.37475E+01	  1.80665E+01	  2.21834E+01	 -6.86222E+02	  9.14962E+02	 -7.75688E+02	  1.03425E+03	    13.037504%
 -15	  21	 -1.37475E+01	  1.89071E+01	  2.28270E+01	 -6.86222E+02	  9.60710E+02	 -7.83065E+02	  1.09629E+03	    14.112514%
 -15	  22	 -1.37475E+01	  1.97392E+01	  2.34749E+01	 -6.86222E+02	  1.00646E+03	 -7.91020E+02	  1.16016E+03	    15.271843%
 -15	  23	 -1.37475E+01	  2.05628E+01	  2.41258E+01	 -6.86222E+02	  1.05221E+03	 -7.99586E+02	  1.22603E+03	    16.520148%
 -15	  24	 -1.37475E+01	  2.13776E+01	  2.47785E+01	 -6.86222E+02	  1.09795E+03	 -8.08792E+02	  1.29407E+03	    17.861676%
 -15	  25	 -1.37475E+01	  2.21834E+01	  2.54320E+01	 -6.86222E+02	  1.14370E+03	 -8.18661E+02	  1.36443E+03	    19.299794%
 -14	 -25	 -1.28625E+01	 -2.21834E+01	  2.50484E+01	 -6.40474E+02	 -1.14370E+03	 -7.58602E+02	 -1.35465E+03	    18.443921%
 -14	 -24	 -1.28625E+01	 -2.13776E+01	  2.43789E+01	 -6.40474E+02	 -1.09795E+03	 -7.49542E+02	 -1.28493E+03	    17.029425%
 -14	 -23	 -1.28625E+01	 -2.05628E+01	  2.37094E+01	 -6.40474E+02	 -1.05221E+03	 -7.41102E+02	 -1.21752E+03	    15.711588%
 -14	 -22	 -1.28625E+01	 -1.97392E+01	  2.30409E+01	 -6.40474E+02	 -1.00646E+03	 -7.33255E+02	 -1.15226E+03	    14.486373%
 -14	 -21	 -1.28625E+01	 -1.89071E+01	  2.23745E+01	 -6.40474E+02	 -9.60710E+02	 -7.25971E+02	 -1.08896E+03	    13.349090%
 -14	 -20	 -1.28625E+01	 -1.80665E+01	  2.17116E+01	 -6.40474E+02	 -9.14962E+02	 -7.19219E+02	 -1.02746E+03	    12.294817%
 -14	 -19	 -1.28625E+01	 -1.72179E+01	  2.10534E+01	 -6.40474E+02	 -8.69214E+02	 -7.12967E+02	 -9.67598E+02	    11.318687%
 -14	 -18	 -1.28625E+01	 -1.63614E+01	  2.04017E+01	 -6.40474E+02	 -8.23466E+02	 -7.07186E+02	 -9.09239E+02	    10.416075%
 -14	 -17	 -1.28625E+01	 -1.54973E+01	  1.97580E+01	 -6.40474E+02	 -7.77718E+02	 -7.01848E+02	 -8.52244E+02	     9.582697%
 -14	 -16	 -1.28625E+01	 -1.46259E+01	  1.91245E+01	 -6.40474E+02	 -7.31970E+02	 -6.96929E+02	 -7.96490E+02	     8.814656%
 -14	 -15	 -1.28625E+01	 -1.37475E+01	  1.85032E+01	 -6.40474E+02	 -6.86222E+02	 -6.92406E+02	 -7.41864E+02	     8.108445%
 -14	 -14	 -1.28625E+01	 -1.28625E+01	  1.78966E+01	 -6.40474E+02	 -6.40474E+02	 -6.88259E+02	 -6.88259E+02	     7.460928%
 -14	 -13	 -1.28625E+01	 -1.19713E+01	  1.73073E+01	 -6.40474E+02	 -5.94725E+02	 -6.84470E+02	 -6.35579E+02	     6.869302%
 -14	 -12	 -1.28625E+01	 -1.10741E+01	  1.67384E+01	 -6.40474E+02	 -5.48977E+02	 -6.81022E+02	 -5.83733E+02	     6.331063%
 -14	 -11	 -1.28625E+01	 -1.01713E+01	  1.61930E+01	 -6.40474E+02	 -5.03229E+02	 -6.77903E+02	 -5.32638E+02	     5.843966%
 -14	 -10	 -1.28625E+01	 -9.26348E+00	  1.56747E+01	 -6.40474E+02	 -4.57481E+02	 -6.75097E+02	 -4.82212E+02	     5.405991%
 -14	  -9	 -1.28625E+01	 -8.35091E+00	  1.51873E+01	 -6.40474E+02	 -4.11733E+02	 -6.72595E+02	 -4.32383E+02	     5.015318%
 -14	  -8	 -1.28625E+01	 -7.43404E+00	  1.47348E+01	 -6.40474E+02	 -3.65985E+02	 -6.70386E+02	 -3.83077E+02	     4.670305%
 -14	  -7	 -1.28625E+01	 -6.51333E+00	  1.43214E+01	 -6.40474E+02	 -3.20237E+02	 -6.68459E+02	 -3.34229E+02	     4.369476%
 -14	  -6	 -1.28625E+01	 -5.58923E+00	  1.39515E+01	 -6.40474E+02	 -2.74489E+02	 -6.66807E+02	 -2.85774E+02	     4.111514%
 -14	  -5	 -1.28625E+01	 -4.66221E+00	  1.36294E+01	 -6.40474E+02	 -2.28741E+02	 -6.65422E+02	 -2.37651E+02	     3.895261%
 -14	  -4	 -1.28625E+01	 -3.73273E+00	  1.33591E+01	 -6.40474E+02	 -1.82992E+02	 -6.64297E+02	 -1.89799E+02	     3.719723%
 -14	  -3	 -1.28625E+01	 -2.80128E+00	  1.31445E+01	 -6.40474E+02	 -1.37244E+02	 -6.63429E+02	 -1.42163E+02	     3.584070%
 -14	  -2	 -1.28625E+01	 -1.86835E+00	  1.29887E+01	 -6.40474E+02	 -9.14962E+01	 -6.62811E+02	 -9.46873E+01	     3.487649%
 -14	  -1	 -1.28625E+01	 -9.34422E-01	  1.28942E+01	 -6.40474E+02	 -4.57481E+01	 -6.62442E+02	 -4.73173E+01	     3.429988%
 -14	   0	 -1.28625E+01	  0.00000E+00	  1.28625E+01	 -6.40474E+02	  0.00000E+00	 -6.62319E+02	  0.00000E+00	     3.410799%
 -14	   1	 -1.28625E+01	  9.34422E-01	  1.28942E+01	 -6.40474E+02	  4.57481E+01	 -6.62442E+02	  4.73173E+01	     3.429988%
 -14	   2	 -1.28625E+01	  1.86835E+00	  1.29887E+01	 -6.40474E+02	  9.14962E+01	 -6.62811E+02	  9.46873E+01	     3.487649%
 -14	   3	 -1.28625E+01	  2.80128E+00	  1.31445E+01	 -6.40474E+02	  1.37244E+02	 -6.63429E+02	  1.42163E+02	     3.584070%
 -14	   4	 -1.28625E+01	  3.73273E+00	  1.33591E+01	 -6.40474E+02	  1.82992E+02	 -6.64297E+02	  1.89799E+02	     3.719723%
 -14	   5	 -1.28625E+01	  4.66221E+00	  1.36294E+01	 -6.40474E+02	  2.28741E+02	 -6.65422E+02	  2.37651E+02	     3.895261%
 -14	   6	 -1.28625E+01	  5.58923E+00	  1.39515E+01	 -6.40474E+02	  2.74489E+02	 -6.66807E+02	  2.85774E+02	     4.111514%
 -14	   7	 -1.28625E+01	  6.51333E+00	  1.43214E+01	 -6.40474E+02	  3.20237E+02	 -6.68459E+02	  3.34229E+02	     4.369476%
 -14	   8	 -1.28625E+01	  7.43404E+00	  1.47348E+01	 -6.40474E+02	  3.65985E+02	 -6.70386E+02	  3.83077E+02	     4.670305%
 -14	   9	 -1.28625E+01	  8.35091E+00	  1.51873E+01	 -6.40474E+02	  4.11733E+02	 -6.72595E+02	  4.32383E+02	     5.015318%
 -14	  10	 -1.28625E+01	  9.26348E+00	  1.56747E+01	 -6.40474E+02	  4.57481E+02	 -6.75097E+02	  4.82212E+02	     5.405991%
 -14	  11	 -1.28625E+01	  1.01713E+01	  1.61930E+01	 -6.40474E+02	  5.03229E+02	 -6.77903E+02	  5.32638E+02	     5.843966%
 -14	  12	 -1.28625E+01	  1.10741E+01	  1.67384E+01	 -6.40474E+02	  5.48977E+02	 -6.81022E+02	  5.83733E+02	     6.331063%
 -14	  13	 -1.28625E+01	  1.19713E+01	  1.73073E+01	 -6.40474E+02	  5.94725E+02	 -6.84470E+02	  6.35579E+02	     6.869302%
 -14	  14	 -1.28625E+01	  1.28625E+01	  1.78966E+01	 -6.40474E+02	  6.40474E+02	 -6.88259E+02	  6.88259E+02	     7.460928%
 -14	  15	 -1.28625E+01	  1.37475E+01	  1.85032E+01	 -6.40474E+02	  6.86222E+02	 -6.92406E+02	  7.41864E+02	     8.108445%
 -14	  16	 -1.28625E+01	  1.46259E+01	  1.91245E+01	 -6.40474E+02	  7.31970E+02	 -6.96929E+02	  7.96490E+02	     8.814656%
 -14	  17	 -1.28625E+01	  1.54973E+01	  1.97580E+01	 -6.40474E+02	  7.77718E+02	 -7.01848E+02	  8.52244E+02	     9.582697%
 -14	  18	 -1.28625E+01	  1.63614E+01	  2.04017E+01	 -6.40474E+02	  8.23466E+02	 -7.07186E+02	  9.09239E+02	    10.416075%
 -14	  19	 -1.28625E+01	  1.72179E+01	  2.10534E+01	 -6.40474E+02	  8.69214E+02	 -7.12967E+02	  9.67598E+02	    11.318687%
 -14	  20	 -1.28625E+01	  1.80665E+01	  2.17116E+01	 -6.40474E+02	  9.14962E+02	 -7.19219E+02	  1.02746E+03	    12.294817%
 -14	  21	 -1.28625E+01	  1.89071E+01	  2.23745E+01	 -6.40474E+02	  9.60710E+02	 -7.25971E+02	  1.08896E+03	    13.349090%
 -14	  22	 -1.28625E+01	  1.97392E+01	  2.30409E+01	 -6.40474E+02	  1.00646E+03	 -7.33255E+02	  1.15226E+03	    14.486373%
 -14	  23	 -1.28625E+01	  2.05628E+01	  2.37094E+01	 -6.40474E+02	  1.05221E+03	 -7.41102E+02	  1.21752E+03	    15.711588%
 -14	  24	 -1.28625E+01	  2.13776E+01	  2.43789E+01	 -6.40474E+02	  1.09795E+03	 -7.49542E+02	  1.28493E+03	    17.029425%
 -14	  25	 -1.28625E+01	  2.21834E+01	  2.50484E+01	 -6.40474E+02	  1.14370E+03	 -7.58602E+02	  1.35465E+03	    18.443921%
 -13	 -25	 -1.19713E+01	 -2.21834E+01	  2.46830E+01	 -5.94725E+02	 -1.14370E+03	 -6.99751E+02	 -1.34567E+03	    17.659475%
 -13	 -24	 -1.19713E+01	 -2.13776E+01	  2.39977E+01	 -5.94725E+02	 -1.09795E+03	 -6.91473E+02	 -1.27657E+03	    16.267632%
 -13	 -23	 -1.19713E+01	 -2.05628E+01	  2.33117E+01	 -5.94725E+02	 -1.05221E+03	 -6.83769E+02	 -1.20974E+03	    14.972150%
 -13	 -22	 -1.19713E+01	 -1.97392E+01	  2.26258E+01	 -5.94725E+02	 -1.00646E+03	 -6.76610E+02	 -1.14503E+03	    13.768460%
 -13	 -21	 -1.19713E+01	 -1.89071E+01	  2.19412E+01	 -5.94725E+02	 -9.60710E+02	 -6.69967E+02	 -1.08225E+03	    12.651542%
 -13	 -20	 -1.19713E+01	 -1.80665E+01	  2.12590E+01	 -5.94725E+02	 -9.14962E+02	 -6.63810E+02	 -1.02125E+03	    11.616300%
 -13	 -19	 -1.19713E+01	 -1.72179E+01	  2.05806E+01	 -5.94725E+02	 -8.69214E+02	 -6.58110E+02	 -9.61853E+02	    10.657808%
 -13	 -18	 -1.19713E+01	 -1.63614E+01	  1.99076E+01	 -5.94725E+02	 -8.23466E+02	 -6.52839E+02	 -9.03931E+02	     9.771460%
 -13	 -17	 -1.19713E+01	 -1.54973E+01	  1.92417E+01	 -5.94725E+02	 -7.77718E+02	 -6.47971E+02	 -8.47347E+02	     8.953041%
 -13	 -16	 -1.19713E+01	 -1.46259E+01	  1.85849E+01	 -5.94725E+02	 -7.31970E+02	 -6.43485E+02	 -7.91982E+02	     8.198749%
 -13	 -15	 -1.19713E+01	 -1.37475E+01	  1.79393E+01	 -5.94725E+02	 -6.86222E+02	 -6.39361E+02	 -7.37724E+02	     7.505181%
 -13	 -14	 -1.19713E+01	 -1.28625E+01	  1.73073E+01	 -5.94725E+02	 -6.40474E+02	 -6.35579E+02	 -6.84470E+02	     6.869302%
 -13	 -13	 -1.19713E+01	 -1.19713E+01	  1.66918E+01	 -5.94725E+02	 -5.94725E+02	 -6.32124E+02	 -6.32124E+02	     6.288399%
 -13	 -12	 -1.19713E+01	 -1.10741E+01	  1.60959E+01	 -5.94725E+02	 -5.48977E+02	 -6.28982E+02	 -5.80599E+02	     5.760043%
 -13	 -11	 -1.19713E+01	 -1.01713E+01	  1.55228E+01	 -5.94725E+02	 -5.03229E+02	 -6.26139E+02	 -5.29810E+02	     5.282045%
 -13	 -10	 -1.19713E+01	 -9.26348E+00	  1.49764E+01	 -5.94725E+02	 -4.57481E+02	 -6.23584E+02	 -4.79680E+02	     4.852423%
 -13	  -9	 -1.19713E+01	 -8.35091E+00	  1.44607E+01	 -5.94725E+02	 -4.11733E+02	 -6.21306E+02	 -4.30135E+02	     4.469376%
 -13	  -8	 -1.19713E+01	 -7.43404E+00	  1.39804E+01	 -5.94725E+02	 -3.65985E+02	 -6.19295E+02	 -3.81105E+02	     4.131265%
 -13	  -7	 -1.19713E+01	 -6.51333E+00	  1.35400E+01	 -5.94725E+02	 -3.20237E+02	 -6.17543E+02	 -3.32523E+02	     3.836608%
 -13	  -6	 -1.19713E+01	 -5.58923E+00	  1.31445E+01	 -5.94725E+02	 -2.74489E+02	 -6.16041E+02	 -2.84327E+02	     3.584070%
 -13	  -5	 -1.19713E+01	 -4.66221E+00	  1.27989E+01	 -5.94725E+02	 -2.28741E+02	 -6.14782E+02	 -2.36455E+02	     3.372470%
 -13	  -4	 -1.19713E+01	 -3.73273E+00	  1.25081E+01	 -5.94725E+02	 -1.82992E+02	 -6.13761E+02	 -1.88850E+02	     3.200787%
 -13	  -3	 -1.19713E+01	 -2.80128E+00	  1.22765E+01	 -5.94725E+02	 -1.37244E+02	 -6.12973E+02	 -1.41455E+02	     3.068165%
 -13	  -2	 -1.19713E+01	 -1.86835E+00	  1.21080E+01	 -5.94725E+02	 -9.14962E+01	 -6.12412E+02	 -9.42172E+01	     2.973928%
 -13	  -1	 -1.19713E+01	 -9.34422E-01	  1.20056E+01	 -5.94725E+02	 -4.57481E+01	 -6.12077E+02	 -4.70828E+01	     2.917584%
 -13	   0	 -1.19713E+01	  0.00000E+00	  1.19713E+01	 -5.94725E+02	  0.00000E+00	 -6.11966E+02	  0.00000E+00	     2.898836%
 -13	   1	 -1.19713E+01	  9.34422E-01	  1.20056E+01	 -5.94725E+02	  4.57481E+01	 -6.12077E+02	  4.70828E+01	     2.917584%
 -13	   2	 -1.19713E+01	  1.86835E+00	  1.21080E+01	 -5.94725E+02	  9.14962E+01	 -6.12412E+02	  9.42172E+01	     2.973928%
 -13	   3	 -1.19713E+01	  2.80128E+00	  1.22765E+01	 -5.94725E+02	  1.37244E+02	 -6.12973E+02	  1.41455E+02	     3.068165%
 -13	   4	 -1.19713E+01	  3.73273E+00	  1.25081E+01	 -5.94725E+02	  1.82992E+02	 -6.13761E+02	  1.88850E+02	     3.200787%
 -13	   5	 -1.19713E+01	  4.66221E+00	  1.27989E+01	 -5.94725E+02	  2.28741E+02	 -6.14782E+02	  2.36455E+02	     3.372470%
 -13	   6	 -1.19713E+01	  5.58923E+00	  1.31445E+01	 -5.94725E+02	  2.74489E+02	 -6.16041E+02	  2.84327E+02	     3.584070%
 -13	   7	 -1.19713E+01	  6.51333E+00	  1.35400E+01	 -5.94725E+02	  3.20237E+02	 -6.17543E+02	  3.32523E+02	     3.836608%
 -13	   8	 -1.19713E+01	  7.43404E+00	  1.39804E+01	 -5.94725E+02	  3.65985E+02	 -6.19295E+02	  3.81105E+02	     4.131265%
 -13	   9	 -1.19713E+01	  8.35091E+00	  1.44607E+01	 -5.94725E+02	  4.11733E+02	 -6.21306E+02	  4.30135E+02	     4.469376%
 -13	  10	 -1.19713E+01	  9.26348E+00	  1.49764E+01	 -5.94725E+02	  4.57481E+02	 -6.23584E+02	  4.79680E+02	     4.852423%
 -13	  11	 -1.19713E+01	  1.01713E+01	  1.55228E+01	 -5.94725E+02	  5.03229E+02	 -6.26139E+02	  5.29810E+02	     5.282045%
 -13	  12	 -1.19713E+01	  1.10741E+01	  1.60959E+01	 -5.94725E+02	  5.48977E+02	 -6.28982E+02	  5.80599E+02	     5.760043%
 -13	  13	 -1.19713E+01	  1.19713E+01	  1.66918E+01	 -5.94725E+02	  5.94725E+02	 -6.32124E+02	  6.32124E+02	     6.288399%
 -13	  14	 -1.19713E+01	  1.28625E+01	  1.73073E+01	 -5.94725E+02	  6.40474E+02	 -6.35579E+02	  6.84470E+02	     6.869302%
 -13	  15	 -1.19713E+01	  1.37475E+01	  1.79393E+01	 -5.94725E+02	  6.86222E+02	 -6.39361E+02	  7.37724E+02	     7.505181%
 -13	  16	 -1.19713E+01	  1.46259E+01	  1.85849E+01	 -5.94725E+02	  7.31970E+02	 -6.43485E+02	  7.91982E+02	     8.198749%
 -13	  17	 -1.19713E+01	  1.54973E+01	  1.92417E+01	 -5.94725E+02	  7.77718E+02	 -6.47971E+02	  8.47347E+02	     8.953041%
 -13	  18	 -1.19713E+01	  1.63614E+01	  1.99076E+01	 -5.94725E+02	  8.23466E+02	 -6.52839E+02	  9.03931E+02	     9.771460%
 -13	  19	 -1.19713E+01	  1.72179E+01	  2.05806E+01	 -5.94725E+02	  8.69214E+02	 -6.58110E+02	  9.61853E+02	    10.657808%
 -13	  20	 -1.19713E+01	  1.80665E+01	  2.12590E+01	 -5.94725E+02	  9.14962E+02	 -6.63810E+02	  1.02125E+03	    11.616300%
 -13	  21	 -1.19713E+01	  1.89071E+01	  2.19412E+01	 -5.94725E+02	  9.60710E+02	 -6.69967E+02	  1.08225E+03	    12.651542%
 -13	  22	 -1.19713E+01	  1.97392E+01	  2.26258E+01	 -5.94725E+02	  1.00646E+03	 -6.76610E+02	  1.14503E+03	    13.768460%
